,date,county,state,cases,deaths
0,January,Autauga,Alabama,18961,230
1,January,Baldwin,Alabama,67496,719
2,January,Barbour,Alabama,7027,111
3,January,Bibb,Alabama,7692,108
4,January,Blount,Alabama,17731,260
5,January,Bullock,Alabama,2886,54
6,January,Butler,Alabama,6185,130
7,January,Calhoun,Alabama,39458,665
8,January,Chambers,Alabama,10311,174
9,January,Cherokee,Alabama,6456,133
10,January,Chilton,Alabama,12596,223
11,January,Choctaw,Alabama,2204,63
12,January,Clarke,Alabama,8184,113
13,January,Clay,Alabama,4941,90
14,January,Cleburne,Alabama,4222,74
15,January,Coffee,Alabama,16328,243
16,January,Colbert,Alabama,20165,275
17,January,Conecuh,Alabama,3410,75
18,January,Coosa,Alabama,3643,62
19,January,Covington,Alabama,11250,266
20,January,Crenshaw,Alabama,4516,108
21,January,Cullman,Alabama,30119,391
22,January,Dale,Alabama,15789,245
23,January,Dallas,Alabama,10357,256
24,January,DeKalb,Alabama,21738,350
25,January,Elmore,Alabama,28545,360
26,January,Escambia,Alabama,11863,191
27,January,Etowah,Alabama,33129,686
28,January,Fayette,Alabama,5694,99
29,January,Franklin,Alabama,11566,149
30,January,Geneva,Alabama,7591,171
31,January,Greene,Alabama,2194,53
32,January,Hale,Alabama,5523,110
33,January,Henry,Alabama,5574,79
34,January,Houston,Alabama,31004,526
35,January,Jackson,Alabama,17525,276
36,January,Jefferson,Alabama,225876,2485
37,January,Lamar,Alabama,4572,94
38,January,Lauderdale,Alabama,29121,414
39,January,Lawrence,Alabama,9102,185
40,January,Lee,Alabama,45351,397
41,January,Limestone,Alabama,30685,311
42,January,Lowndes,Alabama,3148,82
43,January,Macon,Alabama,4941,90
44,January,Madison,Alabama,111206,1046
45,January,Marengo,Alabama,5895,115
46,January,Marion,Alabama,9689,156
47,January,Marshall,Alabama,31626,406
48,January,Mobile,Alabama,130646,1762
49,January,Monroe,Alabama,6355,104
50,January,Montgomery,Alabama,69442,1001
51,January,Morgan,Alabama,44434,544
52,January,Perry,Alabama,2563,50
53,January,Pickens,Alabama,6122,118
54,January,Pike,Alabama,8902,141
55,January,Randolph,Alabama,6161,133
56,January,Russell,Alabama,12377,253
57,January,Shelby,Alabama,73695,476
58,January,St. Clair,Alabama,31345,439
59,January,Sumter,Alabama,3024,58
60,January,Talladega,Alabama,27380,401
61,January,Tallapoosa,Alabama,13948,251
62,January,Tuscaloosa,Alabama,67772,837
63,January,Unknown,Alabama,4703,0
64,January,Walker,Alabama,22885,476
65,January,Washington,Alabama,4252,69
66,January,Wilcox,Alabama,3516,57
67,January,Winston,Alabama,9030,139
68,January,Aleutians East Borough,Alaska,1305,5
69,January,Aleutians West Census Area,Alaska,1891,2
70,January,Anchorage,Alaska,121613,579
71,January,Bethel Census Area,Alaska,12494,47
72,January,Bristol Bay plus Lake and Peninsula,Alaska,1215,1
73,January,Denali Borough,Alaska,1790,2
74,January,Dillingham Census Area,Alaska,2211,14
75,January,Fairbanks North Star Borough,Alaska,32863,166
76,January,Haines Borough,Alaska,792,1
77,January,Juneau City and Borough,Alaska,11669,27
78,January,Kenai Peninsula Borough,Alaska,22159,118
79,January,Ketchikan Gateway Borough,Alaska,5054,24
80,January,Kodiak Island Borough,Alaska,5746,12
81,January,Kusilvak Census Area,Alaska,4759,15
82,January,Matanuska-Susitna Borough,Alaska,40151,264
83,January,Nome Census Area,Alaska,6953,7
84,January,North Slope Borough,Alaska,5281,17
85,January,Northwest Arctic Borough,Alaska,5720,20
86,January,Petersburg Borough,Alaska,904,6
87,January,Prince of Wales-Hyder Census Area,Alaska,1784,10
88,January,Sitka City and Borough,Alaska,3411,9
89,January,Skagway Municipality,Alaska,664,0
90,January,Southeast Fairbanks Census Area,Alaska,2431,21
91,January,Unknown,Alaska,1822,0
92,January,Valdez-Cordova Census Area,Alaska,3654,23
93,January,Wrangell City and Borough,Alaska,789,1
94,January,Yakutat plus Hoonah-Angoon,Alaska,941,5
95,January,Yukon-Koyukuk Census Area,Alaska,1708,12
96,January,Unknown,American Samoa,8266,34
97,January,Apache,Arizona,35192,636
98,January,Cochise,Arizona,38338,622
99,January,Coconino,Arizona,52079,512
100,January,Gila,Arizona,21008,408
101,January,Graham,Arizona,13896,185
102,January,Greenlee,Arizona,2668,39
103,January,La Paz,Arizona,5896,154
104,January,Maricopa,Arizona,1484296,18339
105,January,Mohave,Arizona,66195,1606
106,January,Navajo,Arizona,47270,957
107,January,Pima,Arizona,309458,4155
108,January,Pinal,Arizona,153911,1768
109,January,Santa Cruz,Arizona,19354,242
110,January,Yavapai,Arizona,58879,1334
111,January,Yuma,Arizona,69894,1225
112,January,Arkansas,Arkansas,6844,93
113,January,Ashley,Arkansas,6061,80
114,January,Baxter,Arkansas,10471,278
115,January,Benton,Arkansas,75998,965
116,January,Boone,Arkansas,11084,198
117,January,Bradley,Arkansas,3532,57
118,January,Calhoun,Arkansas,1173,14
119,January,Carroll,Arkansas,7159,120
120,January,Chicot,Arkansas,3095,63
121,January,Clark,Arkansas,6291,90
122,January,Clay,Arkansas,4963,100
123,January,Cleburne,Arkansas,7882,142
124,January,Cleveland,Arkansas,2623,40
125,January,Columbia,Arkansas,6558,104
126,January,Conway,Arkansas,6339,77
127,January,Craighead,Arkansas,45776,374
128,January,Crawford,Arkansas,18418,289
129,January,Crittenden,Arkansas,16460,241
130,January,Cross,Arkansas,5655,100
131,January,Dallas,Arkansas,2032,38
132,January,Desha,Arkansas,3604,44
133,January,Drew,Arkansas,5473,79
134,January,Faulkner,Arkansas,42058,350
135,January,Franklin,Arkansas,4422,80
136,January,Fulton,Arkansas,3068,99
137,January,Garland,Arkansas,26629,566
138,January,Grant,Arkansas,5140,65
139,January,Greene,Arkansas,19073,189
140,January,Hempstead,Arkansas,5542,79
141,January,Hot Spring,Arkansas,12887,157
142,January,Howard,Arkansas,4562,58
143,January,Independence,Arkansas,12593,230
144,January,Izard,Arkansas,4606,78
145,January,Jackson,Arkansas,7124,74
146,January,Jefferson,Arkansas,21869,310
147,January,Johnson,Arkansas,8028,97
148,January,Lafayette,Arkansas,1479,30
149,January,Lawrence,Arkansas,6343,87
150,January,Lee,Arkansas,3302,67
151,January,Lincoln,Arkansas,5385,70
152,January,Little River,Arkansas,3821,108
153,January,Logan,Arkansas,5924,86
154,January,Lonoke,Arkansas,23521,268
155,January,Madison,Arkansas,4764,67
156,January,Marion,Arkansas,4016,94
157,January,Miller,Arkansas,11423,206
158,January,Mississippi,Arkansas,15994,229
159,January,Monroe,Arkansas,2290,38
160,January,Montgomery,Arkansas,1750,66
161,January,Nevada,Arkansas,2704,47
162,January,Newton,Arkansas,2009,52
163,January,Ouachita,Arkansas,6633,121
164,January,Perry,Arkansas,2958,42
165,January,Phillips,Arkansas,5831,104
166,January,Pike,Arkansas,2876,52
167,January,Poinsett,Arkansas,9765,138
168,January,Polk,Arkansas,4602,160
169,January,Pope,Arkansas,20770,225
170,January,Prairie,Arkansas,2374,46
171,January,Pulaski,Arkansas,125278,1295
172,January,Randolph,Arkansas,6271,103
173,January,Saline,Arkansas,36274,387
174,January,Scott,Arkansas,2791,48
175,January,Searcy,Arkansas,2509,52
176,January,Sebastian,Arkansas,38674,569
177,January,Sevier,Arkansas,6999,84
178,January,Sharp,Arkansas,5615,119
179,January,St. Francis,Arkansas,8424,105
180,January,Stone,Arkansas,3590,77
181,January,Union,Arkansas,11040,202
182,January,Unknown,Arkansas,32705,0
183,January,Van Buren,Arkansas,4248,66
184,January,Washington,Arkansas,79311,693
185,January,White,Arkansas,26601,332
186,January,Woodruff,Arkansas,2253,33
187,January,Yell,Arkansas,7538,117
188,January,Alameda,California,389576,2095
189,January,Alpine,California,141,0
190,January,Amador,California,11273,96
191,January,Butte,California,50814,527
192,January,Calaveras,California,9446,135
193,January,Colusa,California,5228,50
194,January,Contra Costa,California,286394,1502
195,January,Del Norte,California,8080,61
196,January,El Dorado,California,38336,301
197,January,Fresno,California,318906,2918
198,January,Glenn,California,7689,99
199,January,Humboldt,California,28405,165
200,January,Imperial,California,86920,1020
201,January,Inyo,California,5876,62
202,January,Kern,California,300623,2583
203,January,Kings,California,66058,466
204,January,Lake,California,14599,160
205,January,Lassen,California,11620,101
206,January,Los Angeles,California,3632440,34671
207,January,Madera,California,54116,510
208,January,Marin,California,53294,317
209,January,Mariposa,California,4462,44
210,January,Mendocino,California,21249,137
211,January,Merced,California,87127,883
212,January,Modoc,California,1294,23
213,January,Mono,California,3566,17
214,January,Monterey,California,118770,803
215,January,Napa,California,35041,163
216,January,Nevada,California,21981,165
217,January,Orange,California,765292,7674
218,January,Placer,California,89196,672
219,January,Plumas,California,4240,47
220,January,Riverside,California,759578,7863
221,January,Sacramento,California,398826,3594
222,January,San Benito,California,18297,110
223,January,San Bernardino,California,730031,8142
224,January,San Diego,California,1040013,5829
225,January,San Francisco,California,202946,1104
226,January,San Joaquin,California,221695,2363
227,January,San Luis Obispo,California,72741,536
228,January,San Mateo,California,188929,877
229,January,Santa Barbara,California,116969,747
230,January,Santa Clara,California,482414,2587
231,January,Santa Cruz,California,70446,339
232,January,Shasta,California,44117,690
233,January,Sierra,California,371,5
234,January,Siskiyou,California,8764,124
235,January,Solano,California,118880,699
236,January,Sonoma,California,116739,557
237,January,Stanislaus,California,164769,1800
238,January,Sutter,California,27717,245
239,January,Tehama,California,17545,219
240,January,Trinity,California,1919,29
241,January,Tulare,California,164161,1546
242,January,Tuolumne,California,17759,211
243,January,Ventura,California,233622,1605
244,January,Yolo,California,53766,426
245,January,Yuba,California,21457,151
246,January,Adams,Colorado,163682,1446
247,January,Alamosa,Colorado,5779,68
248,January,Arapahoe,Colorado,194011,1339
249,January,Archuleta,Colorado,3491,22
250,January,Baca,Colorado,1011,17
251,January,Bent,Colorado,2924,50
252,January,Boulder,Colorado,89581,431
253,January,Broomfield,Colorado,18062,128
254,January,Chaffee,Colorado,5566,56
255,January,Cheyenne,Colorado,383,12
256,January,Clear Creek,Colorado,1905,13
257,January,Conejos,Colorado,2267,60
258,January,Costilla,Colorado,934,19
259,January,Crowley,Colorado,3521,32
260,January,Custer,Colorado,828,25
261,January,Delta,Colorado,7123,155
262,January,Denver,Colorado,221013,1494
263,January,Dolores,Colorado,419,8
264,January,Douglas,Colorado,99660,485
265,January,Eagle,Colorado,18551,39
266,January,El Paso,Colorado,233449,1874
267,January,Elbert,Colorado,5770,48
268,January,Fremont,Colorado,18440,208
269,January,Garfield,Colorado,17794,103
270,January,Gilpin,Colorado,1163,7
271,January,Grand,Colorado,4003,30
272,January,Gunnison,Colorado,3924,16
273,January,Hinsdale,Colorado,157,0
274,January,Huerfano,Colorado,1743,40
275,January,Jackson,Colorado,194,1
276,January,Jefferson,Colorado,158223,1518
277,January,Kiowa,Colorado,389,6
278,January,Kit Carson,Colorado,1863,33
279,January,La Plata,Colorado,15636,95
280,January,Lake,Colorado,2170,2
281,January,Larimer,Colorado,106380,582
282,January,Las Animas,Colorado,4319,51
283,January,Lincoln,Colorado,2377,11
284,January,Logan,Colorado,8548,119
285,January,Mesa,Colorado,50839,623
286,January,Mineral,Colorado,294,4
287,January,Moffat,Colorado,3648,58
288,January,Montezuma,Colorado,7506,89
289,January,Montrose,Colorado,11017,178
290,January,Morgan,Colorado,6813,145
291,January,Otero,Colorado,5233,136
292,January,Ouray,Colorado,1099,6
293,January,Park,Colorado,3450,25
294,January,Phillips,Colorado,1078,19
295,January,Pitkin,Colorado,7982,8
296,January,Prowers,Colorado,3195,52
297,January,Pueblo,Colorado,60982,870
298,January,Rio Blanco,Colorado,2189,16
299,January,Rio Grande,Colorado,3518,47
300,January,Routt,Colorado,7722,34
301,January,Saguache,Colorado,1490,18
302,January,San Juan,Colorado,316,0
303,January,San Miguel,Colorado,2649,8
304,January,Sedgwick,Colorado,571,13
305,January,Summit,Colorado,11973,15
306,January,Teller,Colorado,5859,64
307,January,Washington,Colorado,1224,34
308,January,Weld,Colorado,104468,767
309,January,Yuma,Colorado,2305,27
310,January,Fairfield,Connecticut,257464,2906
311,January,Hartford,Connecticut,230553,3382
312,January,Litchfield,Connecticut,40487,503
313,January,Middlesex,Connecticut,37863,528
314,January,New Haven,Connecticut,250236,3059
315,January,New London,Connecticut,71737,750
316,January,Tolland,Connecticut,27048,307
317,January,Unknown,Connecticut,3159,9
318,January,Windham,Connecticut,30777,337
319,January,Kent,Delaware,62702,705
320,January,New Castle,Delaware,182515,1547
321,January,Sussex,Delaware,75549,954
322,January,Unknown,Delaware,1122,0
323,January,District of Columbia,District of Columbia,173626,1411
324,January,Alachua,Florida,85571,796
325,January,Baker,Florida,10410,151
326,January,Bay,Florida,53685,886
327,January,Bradford,Florida,8859,173
328,January,Brevard,Florida,168824,2443
329,January,Broward,Florida,746512,6565
330,January,Calhoun,Florida,4752,107
331,January,Charlotte,Florida,46183,971
332,January,Citrus,Florida,37671,1111
333,January,Clay,Florida,64775,954
334,January,Collier,Florida,101256,1134
335,January,Columbia,Florida,24776,458
336,January,DeSoto,Florida,10983,169
337,January,Dixie,Florida,4758,85
338,January,Duval,Florida,306526,3772
339,January,Escambia,Florida,91615,1450
340,January,Flagler,Florida,27900,422
341,January,Franklin,Florida,3446,57
342,January,Gadsden,Florida,16937,239
343,January,Gilchrist,Florida,5433,109
344,January,Glades,Florida,2249,38
345,January,Gulf,Florida,4861,87
346,January,Hamilton,Florida,4391,58
347,January,Hardee,Florida,10041,137
348,January,Hendry,Florida,13471,171
349,January,Hernando,Florida,52120,1253
350,January,Highlands,Florida,29700,777
351,January,Hillsborough,Florida,463807,4287
352,January,Holmes,Florida,6158,105
353,January,Indian River,Florida,41136,749
354,January,Jackson,Florida,17233,291
355,January,Jefferson,Florida,4811,69
356,January,Lafayette,Florida,3065,64
357,January,Lake,Florida,105037,1750
358,January,Lee,Florida,232500,2473
359,January,Leon,Florida,108664,768
360,January,Levy,Florida,12330,185
361,January,Liberty,Florida,2912,36
362,January,Madison,Florida,6786,103
363,January,Manatee,Florida,118774,1682
364,January,Marion,Florida,101817,2419
365,January,Martin,Florida,38690,741
366,January,Miami-Dade,Florida,1487115,12013
367,January,Monroe,Florida,21830,134
368,January,Nassau,Florida,26405,340
369,January,Okaloosa,Florida,59932,749
370,January,Okeechobee,Florida,12142,199
371,January,Orange,Florida,460395,3199
372,January,Osceola,Florida,139286,1243
373,January,Palm Beach,Florida,460429,5818
374,January,Pasco,Florida,153863,2197
375,January,Pinellas,Florida,265352,3929
376,January,Polk,Florida,250532,3356
377,January,Putnam,Florida,20661,459
378,January,Santa Rosa,Florida,57207,686
379,January,Sarasota,Florida,116069,1981
380,January,Seminole,Florida,127851,1243
381,January,St. Johns,Florida,75865,672
382,January,St. Lucie,Florida,92443,1375
383,January,Sumter,Florida,28716,676
384,January,Suwannee,Florida,15261,355
385,January,Taylor,Florida,7879,115
386,January,Union,Florida,4966,124
387,January,Unknown,Florida,302,0
388,January,Volusia,Florida,145206,2264
389,January,Wakulla,Florida,11746,141
390,January,Walton,Florida,19077,227
391,January,Washington,Florida,7473,121
392,January,Appling,Georgia,5208,135
393,January,Atkinson,Georgia,2423,57
394,January,Bacon,Georgia,4053,81
395,January,Baker,Georgia,621,15
396,January,Baldwin,Georgia,10955,260
397,January,Banks,Georgia,4523,100
398,January,Barrow,Georgia,25440,283
399,January,Bartow,Georgia,34602,476
400,January,Ben Hill,Georgia,4928,123
401,January,Berrien,Georgia,5697,95
402,January,Bibb,Georgia,44037,818
403,January,Bleckley,Georgia,3807,108
404,January,Brantley,Georgia,4621,115
405,January,Brooks,Georgia,3952,95
406,January,Bryan,Georgia,10837,108
407,January,Bulloch,Georgia,17552,280
408,January,Burke,Georgia,6164,122
409,January,Butts,Georgia,7511,175
410,January,Calhoun,Georgia,1544,25
411,January,Camden,Georgia,13412,137
412,January,Candler,Georgia,2527,107
413,January,Carroll,Georgia,27643,493
414,January,Catoosa,Georgia,16805,264
415,January,Charlton,Georgia,3426,77
416,January,Chatham,Georgia,77182,1006
417,January,Chattahoochee,Georgia,7796,22
418,January,Chattooga,Georgia,7498,146
419,January,Cherokee,Georgia,73915,684
420,January,Clarke,Georgia,34477,253
421,January,Clay,Georgia,604,13
422,January,Clayton,Georgia,75953,1067
423,January,Clinch,Georgia,2412,45
424,January,Cobb,Georgia,210976,2029
425,January,Coffee,Georgia,11645,303
426,January,Colquitt,Georgia,13385,274
427,January,Columbia,Georgia,42293,425
428,January,Cook,Georgia,5592,80
429,January,Coweta,Georgia,40051,521
430,January,Crawford,Georgia,2158,64
431,January,Crisp,Georgia,5492,144
432,January,Dade,Georgia,3902,55
433,January,Dawson,Georgia,8187,107
434,January,DeKalb,Georgia,187706,1911
435,January,Decatur,Georgia,8369,138
436,January,Dodge,Georgia,5831,167
437,January,Dooly,Georgia,2771,74
438,January,Dougherty,Georgia,23523,553
439,January,Douglas,Georgia,42228,453
440,January,Early,Georgia,3098,65
441,January,Echols,Georgia,1041,12
442,January,Effingham,Georgia,16003,210
443,January,Elbert,Georgia,5200,119
444,January,Emanuel,Georgia,6715,165
445,January,Evans,Georgia,2796,69
446,January,Fannin,Georgia,5690,180
447,January,Fayette,Georgia,28619,370
448,January,Floyd,Georgia,31504,558
449,January,Forsyth,Georgia,66406,451
450,January,Franklin,Georgia,6087,114
451,January,Fulton,Georgia,269606,2599
452,January,Gilmer,Georgia,8086,192
453,January,Glascock,Georgia,704,29
454,January,Glynn,Georgia,26647,432
455,January,Gordon,Georgia,19502,296
456,January,Grady,Georgia,6760,112
457,January,Greene,Georgia,4648,90
458,January,Gwinnett,Georgia,250748,2060
459,January,Habersham,Georgia,11434,284
460,January,Hall,Georgia,63085,910
461,January,Hancock,Georgia,1903,91
462,January,Haralson,Georgia,6179,184
463,January,Harris,Georgia,6940,122
464,January,Hart,Georgia,5522,111
465,January,Heard,Georgia,2519,61
466,January,Henry,Georgia,69852,739
467,January,Houston,Georgia,47960,532
468,January,Irwin,Georgia,2157,55
469,January,Jackson,Georgia,24254,311
470,January,Jasper,Georgia,3639,80
471,January,Jeff Davis,Georgia,4289,76
472,January,Jefferson,Georgia,4175,118
473,January,Jenkins,Georgia,1716,68
474,January,Johnson,Georgia,2561,84
475,January,Jones,Georgia,5912,126
476,January,Lamar,Georgia,5665,126
477,January,Lanier,Georgia,2638,30
478,January,Laurens,Georgia,15932,323
479,January,Lee,Georgia,8589,112
480,January,Liberty,Georgia,15352,163
481,January,Lincoln,Georgia,1811,38
482,January,Long,Georgia,3413,36
483,January,Lowndes,Georgia,35986,429
484,January,Lumpkin,Georgia,8731,136
485,January,Macon,Georgia,2619,53
486,January,Madison,Georgia,7837,120
487,January,Marion,Georgia,1819,55
488,January,McDuffie,Georgia,6057,110
489,January,McIntosh,Georgia,2786,40
490,January,Meriwether,Georgia,5391,157
491,January,Miller,Georgia,1989,32
492,January,Mitchell,Georgia,6149,125
493,January,Monroe,Georgia,6855,184
494,January,Montgomery,Georgia,2284,56
495,January,Morgan,Georgia,5497,71
496,January,Murray,Georgia,13253,203
497,January,Muscogee,Georgia,44540,902
498,January,Newton,Georgia,29754,491
499,January,Oconee,Georgia,10288,114
500,January,Oglethorpe,Georgia,3698,63
501,January,Paulding,Georgia,45401,468
502,January,Peach,Georgia,7664,148
503,January,Pickens,Georgia,9865,184
504,January,Pierce,Georgia,6293,144
505,January,Pike,Georgia,6292,108
506,January,Polk,Georgia,13521,210
507,January,Pulaski,Georgia,2600,84
508,January,Putnam,Georgia,5137,112
509,January,Quitman,Georgia,529,16
510,January,Rabun,Georgia,4065,104
511,January,Randolph,Georgia,1739,49
512,January,Richmond,Georgia,59157,956
513,January,Rockdale,Georgia,22946,342
514,January,Schley,Georgia,1376,12
515,January,Screven,Georgia,3093,75
516,January,Seminole,Georgia,2444,47
517,January,Spalding,Georgia,18795,442
518,January,Stephens,Georgia,7158,177
519,January,Stewart,Georgia,3125,36
520,January,Sumter,Georgia,8431,183
521,January,Talbot,Georgia,1341,34
522,January,Taliaferro,Georgia,327,4
523,January,Tattnall,Georgia,5664,143
524,January,Taylor,Georgia,2350,51
525,January,Telfair,Georgia,3455,88
526,January,Terrell,Georgia,2436,70
527,January,Thomas,Georgia,13760,234
528,January,Tift,Georgia,13441,237
529,January,Toombs,Georgia,7884,213
530,January,Towns,Georgia,2982,123
531,January,Treutlen,Georgia,1843,69
532,January,Troup,Georgia,18308,414
533,January,Turner,Georgia,3073,65
534,January,Twiggs,Georgia,1791,73
535,January,Union,Georgia,5989,177
536,January,Unknown,Georgia,12656,0
537,January,Upson,Georgia,9295,254
538,January,Walker,Georgia,19671,300
539,January,Walton,Georgia,25734,469
540,January,Ware,Georgia,11200,300
541,January,Warren,Georgia,1274,36
542,January,Washington,Georgia,5022,141
543,January,Wayne,Georgia,8736,221
544,January,Webster,Georgia,529,10
545,January,Wheeler,Georgia,1551,39
546,January,White,Georgia,8147,178
547,January,Whitfield,Georgia,38395,480
548,January,Wilcox,Georgia,2355,72
549,January,Wilkes,Georgia,2598,55
550,January,Wilkinson,Georgia,2600,64
551,January,Worth,Georgia,5422,126
552,January,Unknown,Guam,60845,412
553,January,Hawaii,Hawaii,41561,225
554,January,Honolulu,Hawaii,258404,1305
555,January,Kalawao,Hawaii,1,0
556,January,Kauai,Hawaii,18678,46
557,January,Maui,Hawaii,44544,171
558,January,Unknown,Hawaii,0,11
559,January,Ada,Idaho,157422,1115
560,January,Adams,Idaho,798,16
561,January,Bannock,Idaho,24174,271
562,January,Bear Lake,Idaho,1147,19
563,January,Benewah,Idaho,2684,44
564,January,Bingham,Idaho,11053,173
565,January,Blaine,Idaho,7108,32
566,January,Boise,Idaho,1267,15
567,January,Bonner,Idaho,10129,197
568,January,Bonneville,Idaho,34989,301
569,January,Boundary,Idaho,2381,69
570,January,Butte,Idaho,547,12
571,January,Camas,Idaho,178,2
572,January,Canyon,Idaho,69262,719
573,January,Caribou,Idaho,1663,36
574,January,Cassia,Idaho,5495,56
575,January,Clark,Idaho,117,1
576,January,Clearwater,Idaho,2608,39
577,January,Custer,Idaho,694,13
578,January,Elmore,Idaho,8853,73
579,January,Franklin,Idaho,2557,31
580,January,Fremont,Idaho,2395,30
581,January,Gem,Idaho,4201,85
582,January,Gooding,Idaho,3840,60
583,January,Idaho,Idaho,3537,60
584,January,Jefferson,Idaho,6764,69
585,January,Jerome,Idaho,6996,68
586,January,Kootenai,Idaho,46511,651
587,January,Latah,Idaho,7604,55
588,January,Lemhi,Idaho,1724,28
589,January,Lewis,Idaho,1359,30
590,January,Lincoln,Idaho,1276,15
591,January,Madison,Idaho,13668,56
592,January,Minidoka,Idaho,4723,68
593,January,Nez Perce,Idaho,10442,160
594,January,Oneida,Idaho,946,12
595,January,Owyhee,Idaho,2559,55
596,January,Payette,Idaho,6567,92
597,January,Power,Idaho,1671,23
598,January,Shoshone,Idaho,3069,80
599,January,Teton,Idaho,2916,9
600,January,Twin Falls,Idaho,28155,311
601,January,Valley,Idaho,3066,18
602,January,Washington,Idaho,2607,60
603,January,Adams,Illinois,27355,257
604,January,Alexander,Illinois,1537,32
605,January,Bond,Illinois,5196,53
606,January,Boone,Illinois,17202,137
607,January,Brown,Illinois,2824,23
608,January,Bureau,Illinois,10057,146
609,January,Calhoun,Illinois,1866,16
610,January,Carroll,Illinois,4946,57
611,January,Cass,Illinois,5503,47
612,January,Champaign,Illinois,83869,316
613,January,Christian,Illinois,12730,135
614,January,Clark,Illinois,5798,63
615,January,Clay,Illinois,5822,80
616,January,Clinton,Illinois,13922,127
617,January,Coles,Illinois,18616,187
618,January,Cook,Illinois,1487242,15597
619,January,Crawford,Illinois,7692,73
620,January,Cumberland,Illinois,3956,51
621,January,De Witt,Illinois,5108,53
622,January,DeKalb,Illinois,31617,214
623,January,Douglas,Illinois,7774,67
624,January,DuPage,Illinois,281584,1916
625,January,Edgar,Illinois,6410,93
626,January,Edwards,Illinois,2096,37
627,January,Effingham,Illinois,12646,157
628,January,Fayette,Illinois,8455,104
629,January,Ford,Illinois,5363,78
630,January,Franklin,Illinois,15028,192
631,January,Fulton,Illinois,12448,146
632,January,Gallatin,Illinois,1806,24
633,January,Greene,Illinois,4207,61
634,January,Grundy,Illinois,15803,153
635,January,Hamilton,Illinois,2620,38
636,January,Hancock,Illinois,5232,72
637,January,Hardin,Illinois,1413,28
638,January,Henderson,Illinois,1509,28
639,January,Henry,Illinois,15566,157
640,January,Iroquois,Illinois,8668,132
641,January,Jackson,Illinois,19679,168
642,January,Jasper,Illinois,3177,34
643,January,Jefferson,Illinois,13250,182
644,January,Jersey,Illinois,7710,97
645,January,Jo Daviess,Illinois,5062,52
646,January,Johnson,Illinois,5492,57
647,January,Kane,Illinois,161749,1246
648,January,Kankakee,Illinois,35879,390
649,January,Kendall,Illinois,40680,179
650,January,Knox,Illinois,15775,269
651,January,LaSalle,Illinois,36086,466
652,January,Lake,Illinois,204264,1578
653,January,Lawrence,Illinois,6666,59
654,January,Lee,Illinois,11260,128
655,January,Livingston,Illinois,12873,154
656,January,Logan,Illinois,12155,110
657,January,Macon,Illinois,39190,376
658,January,Macoupin,Illinois,15676,176
659,January,Madison,Illinois,85579,918
660,January,Marion,Illinois,14161,227
661,January,Marshall,Illinois,3414,37
662,January,Mason,Illinois,4665,67
663,January,Massac,Illinois,4543,75
664,January,McDonough,Illinois,8808,120
665,January,McHenry,Illinois,95960,539
666,January,McLean,Illinois,62744,365
667,January,Menard,Illinois,4479,38
668,January,Mercer,Illinois,4854,51
669,January,Monroe,Illinois,11208,135
670,January,Montgomery,Illinois,11915,118
671,January,Morgan,Illinois,11941,153
672,January,Moultrie,Illinois,4852,59
673,January,Ogle,Illinois,17099,146
674,January,Peoria,Illinois,58598,582
675,January,Perry,Illinois,8914,107
676,January,Piatt,Illinois,5437,29
677,January,Pike,Illinois,6066,91
678,January,Pope,Illinois,1240,19
679,January,Pulaski,Illinois,2014,30
680,January,Putnam,Illinois,1387,12
681,January,Randolph,Illinois,12620,139
682,January,Richland,Illinois,6141,86
683,January,Rock Island,Illinois,41322,554
684,January,Saline,Illinois,10149,125
685,January,Sangamon,Illinois,74310,472
686,January,Schuyler,Illinois,2426,29
687,January,Scott,Illinois,1519,15
688,January,Shelby,Illinois,7482,104
689,January,St. Clair,Illinois,86322,825
690,January,Stark,Illinois,1860,39
691,January,Stephenson,Illinois,14549,221
692,January,Tazewell,Illinois,45180,541
693,January,Union,Illinois,6680,71
694,January,Unknown,Illinois,0,2657
695,January,Vermilion,Illinois,34256,330
696,January,Wabash,Illinois,4642,40
697,January,Warren,Illinois,4948,90
698,January,Washington,Illinois,4043,47
699,January,Wayne,Illinois,6471,92
700,January,White,Illinois,5318,73
701,January,Whiteside,Illinois,19060,284
702,January,Will,Illinois,210639,1734
703,January,Williamson,Illinois,28178,283
704,January,Winnebago,Illinois,98400,910
705,January,Woodford,Illinois,12338,131
706,January,Adams,Indiana,8520,119
707,January,Allen,Indiana,121715,1264
708,January,Bartholomew,Indiana,25857,268
709,January,Benton,Indiana,2929,27
710,January,Blackford,Indiana,3621,75
711,January,Boone,Indiana,17196,201
712,January,Brown,Indiana,2942,63
713,January,Carroll,Indiana,4824,73
714,January,Cass,Indiana,13753,180
715,January,Clark,Indiana,39720,423
716,January,Clay,Indiana,8018,97
717,January,Clinton,Indiana,10442,144
718,January,Crawford,Indiana,2986,45
719,January,Daviess,Indiana,8802,161
720,January,DeKalb,Indiana,13415,161
721,January,Dearborn,Indiana,15758,179
722,January,Decatur,Indiana,8299,153
723,January,Delaware,Indiana,29467,485
724,January,Dubois,Indiana,14515,172
725,January,Elkhart,Indiana,60487,778
726,January,Fayette,Indiana,8129,161
727,January,Floyd,Indiana,23405,323
728,January,Fountain,Indiana,6309,109
729,January,Franklin,Indiana,5112,83
