date,state,fips,cases,deaths
May,Illinois,17,119290,5368
May,Indiana,18,35064,2125
May,Iowa,19,19336,531
May,Kansas,20,9847,209
May,Kentucky,21,9887,441
May,Louisiana,22,39682,2785
May,Maine,23,2282,89
May,Maryland,24,52662,2509
May,Massachusetts,25,96301,6768
May,Michigan,26,56848,5463
May,Minnesota,27,24200,1036
May,Mississippi,28,15229,723
May,Missouri,29,13118,782
May,Montana,30,505,17
May,Nebraska,31,13905,177
May,Nevada,32,8519,417
May,New Hampshire,33,4545,242
May,New Jersey,34,159608,11634
May,New Mexico,35,7624,351
May,New York,36,374471,29612
May,North Carolina,37,27761,903
May,North Dakota,38,2557,63
May,Northern Mariana Islands,69,22,2
May,Ohio,39,35034,2149
May,Oklahoma,40,6418,334
May,Oregon,41,4185,153
May,Pennsylvania,42,75789,5537
May,Puerto Rico,72,3718,133
May,Rhode Island,44,14819,711
May,South Carolina,45,11394,487
May,South Dakota,46,4960,62
May,Tennessee,47,22676,360
May,Texas,48,63396,1676
May,Utah,49,9551,112
May,Vermont,50,977,55
May,Virgin Islands,78,70,6
May,Virginia,51,43611,1370
May,Washington,53,22618,1126
May,West Virginia,54,1989,75
May,Wisconsin,55,18515,588
May,Wyoming,56,898,16
May,Alabama,1,17952,630
May,Alaska,2,469,8
May,Arizona,4,19936,906
May,Arkansas,5,7253,133
May,California,6,113114,4242
May,Colorado,8,26364,1445
May,Connecticut,9,42201,3944
May,Delaware,10,9498,366
May,District of Columbia,11,8801,466
May,Florida,12,56155,2450
May,Georgia,13,45051,2019
May,Guam,66,1144,6
May,Hawaii,15,642,17
May,Idaho,16,2855,82
May,Illinois,17,120588,5426
May,Indiana,18,35429,2134
May,Iowa,19,19621,537
May,Kansas,20,9878,211
May,Kentucky,21,9937,441
May,Louisiana,22,40021,2791
May,Maine,23,2325,89
May,Maryland,24,53456,2532
May,Massachusetts,25,96965,6846
May,Michigan,26,57355,5491
May,Minnesota,27,24860,1050
May,Mississippi,28,15501,734
May,Missouri,29,13297,784
May,Montana,30,515,17
May,Nebraska,31,14101,178
May,Nevada,32,8628,419
May,New Hampshire,33,4651,245
May,New Jersey,34,160445,11698
May,New Mexico,35,7689,356
May,New York,36,375575,29699
May,North Carolina,37,28686,911
May,North Dakota,38,2580,64
May,Northern Mariana Islands,69,22,2
May,Ohio,39,35513,2155
May,Oklahoma,40,6506,334
May,Oregon,41,4243,153
May,Pennsylvania,42,76218,5555
May,Puerto Rico,72,3776,136
May,Rhode Island,44,14928,718
May,South Carolina,45,11861,494
May,South Dakota,46,4993,62
May,Tennessee,47,22832,360
May,Texas,48,64974,1683
May,Utah,49,9829,113
May,Vermont,50,981,55
May,Virgin Islands,78,70,6
May,Virginia,51,44607,1375
May,Washington,53,22814,1126
May,West Virginia,54,2010,75
May,Wisconsin,55,18684,594
May,Wyoming,56,903,16
June,Alabama,1,18534,646
June,Alaska,2,476,8
June,Arizona,4,20123,918
June,Arkansas,5,7443,133
June,California,6,115643,4287
June,Colorado,8,26563,1458
June,Connecticut,9,42740,3964
June,Delaware,10,9605,368
June,District of Columbia,11,8857,468
June,Florida,12,56822,2459
June,Georgia,13,45757,2057
June,Guam,66,1144,6
June,Hawaii,15,642,17
June,Idaho,16,2908,83
June,Illinois,17,121666,5458
June,Indiana,18,35684,2142
June,Iowa,19,19789,558
June,Kansas,20,10103,217
June,Kentucky,21,10150,445
June,Louisiana,22,40452,2801
June,Maine,23,2349,89
June,Maryland,24,54035,2552
June,Massachusetts,25,100805,7035
June,Michigan,26,58435,5525
June,Minnesota,27,25218,1060
June,Mississippi,28,15752,739
June,Missouri,29,13523,786
June,Montana,30,519,17
June,Nebraska,31,14345,183
June,Nevada,32,8701,420
June,New Hampshire,33,4685,245
June,New Jersey,34,160918,11721
June,New Mexico,35,7800,362
June,New York,36,376520,29766
June,North Carolina,37,29368,923
June,North Dakota,38,2628,64
June,Northern Mariana Islands,69,22,2
June,Ohio,39,35984,2206
June,Oklahoma,40,6573,334
June,Oregon,41,4303,154
June,Pennsylvania,42,76734,5574
June,Puerto Rico,72,3873,136
June,Rhode Island,44,14991,720
June,South Carolina,45,12148,500
June,South Dakota,46,5034,62
June,Tennessee,47,23242,361
June,Texas,48,66081,1695
June,Utah,49,10026,113
June,Vermont,50,983,55
June,Virgin Islands,78,70,6
June,Virginia,51,45398,1392
June,Washington,53,23272,1133
June,West Virginia,54,2028,76
June,Wisconsin,55,18825,597
June,Wyoming,56,910,17
June,Alabama,1,18771,653
June,Alaska,2,497,8
June,Arizona,4,21250,943
June,Arkansas,5,7818,136
June,California,6,118081,4360
June,Colorado,8,26774,1474
June,Connecticut,9,42979,3972
June,Delaware,10,9685,373
June,District of Columbia,11,8886,470
June,Florida,12,57439,2529
June,Georgia,13,46063,2070
June,Guam,66,1146,6
June,Hawaii,15,643,17
June,Idaho,16,2935,83
June,Illinois,17,123244,5567
June,Indiana,18,36129,2197
June,Iowa,19,20017,564
June,Kansas,20,10143,227
June,Kentucky,21,10287,451
June,Louisiana,22,40857,2835
June,Maine,23,2377,94
June,Maryland,24,54831,2597
June,Massachusetts,25,101163,7085
June,Michigan,26,58680,5562
June,Minnesota,27,25518,1082
June,Mississippi,28,16020,767
June,Missouri,29,13822,797
June,Montana,30,523,17
June,Nebraska,31,14611,187
June,Nevada,32,8858,420
June,New Hampshire,33,4749,256
June,New Jersey,34,161545,11770
June,New Mexico,35,8024,367
June,New York,36,377881,29847
June,North Carolina,37,30052,950
June,North Dakota,38,2649,68
June,Northern Mariana Islands,69,23,2
June,Ohio,39,36350,2258
June,Oklahoma,40,6692,339
June,Oregon,41,4338,157
June,Pennsylvania,42,77315,5670
June,Puerto Rico,72,3935,138
June,Rhode Island,44,15112,732
June,South Carolina,45,12415,501
June,South Dakota,46,5066,62
June,Tennessee,47,24498,378
June,Texas,48,67966,1732
June,Utah,49,10237,113
June,Vermont,50,988,55
June,Virgin Islands,78,70,6
June,Virginia,51,46239,1407
June,Washington,53,23608,1139
June,West Virginia,54,2056,78
June,Wisconsin,55,19223,610
June,Wyoming,56,912,17
June,Alabama,1,18851,653
June,Alaska,2,516,8
June,Arizona,4,22245,983
June,Arkansas,5,8067,142
June,California,6,120407,4422
June,Colorado,8,27046,1494
June,Connecticut,9,43091,3989
June,Delaware,10,9712,375
June,District of Columbia,11,9016,473
June,Florida,12,58756,2565
June,Georgia,13,46711,2092
June,Guam,66,1146,6
June,Hawaii,15,643,17
June,Idaho,16,2990,83
June,Illinois,17,124279,5665
June,Indiana,18,36609,2207
June,Iowa,19,20376,574
June,Kansas,20,10281,227
June,Kentucky,21,10485,458
June,Louisiana,22,41244,2870
June,Maine,23,2418,95
June,Maryland,24,55617,2641
June,Massachusetts,25,101592,7152
June,Michigan,26,58990,5579
June,Minnesota,27,25881,1097
June,Mississippi,28,16322,782
June,Missouri,29,14020,801
June,Montana,30,525,17
June,Nebraska,31,14866,189
June,Nevada,32,8950,429
June,New Hampshire,33,4795,265
June,New Jersey,34,162068,11880
June,New Mexico,35,8140,375
June,New York,36,378924,29918
June,North Carolina,37,31013,971
June,North Dakota,38,2682,69
June,Northern Mariana Islands,69,24,2
June,Ohio,39,36792,2299
June,Oklahoma,40,6805,341
June,Oregon,41,4399,159
June,Pennsylvania,42,77871,5742
June,Puerto Rico,72,4023,140
June,Rhode Island,44,15219,742
June,South Carolina,45,12651,518
June,South Dakota,46,5161,62
June,Tennessee,47,25024,386
June,Texas,48,69546,1766
June,Utah,49,10558,117
June,Vermont,50,990,55
June,Virgin Islands,78,71,6
June,Virginia,51,46905,1428
June,Washington,53,23776,1145
June,West Virginia,54,2077,78
June,Wisconsin,55,19896,618
June,Wyoming,56,915,17
June,Alabama,1,19072,653
June,Alaska,2,542,8
June,Arizona,4,22818,1000
June,Arkansas,5,8425,151
June,California,6,122917,4484
June,Colorado,8,27346,1512
June,Connecticut,9,43239,4007
June,Delaware,10,9746,386
June,District of Columbia,11,9120,475
June,Florida,12,60175,2606
June,Georgia,13,47528,2116
June,Guam,66,1148,6
June,Hawaii,15,644,17
June,Idaho,16,3054,83
June,Illinois,17,125149,5772
June,Indiana,18,37005,2231
June,Iowa,19,20943,590
June,Kansas,20,10332,230
June,Kentucky,21,10781,469
June,Louisiana,22,41673,2883
June,Maine,23,2446,95
June,Maryland,24,56490,2668
June,Massachusetts,25,102063,7201
June,Michigan,26,59215,5604
June,Minnesota,27,26284,1126
June,Mississippi,28,16560,794
June,Missouri,29,14286,806
June,Montana,30,537,17
June,Nebraska,31,15117,193
June,Nevada,32,9118,429
June,New Hampshire,33,4876,273
June,New Jersey,34,162530,11970
June,New Mexico,35,8353,383
June,New York,36,379977,30011
June,North Carolina,37,32276,993
June,North Dakota,38,2709,69
June,Northern Mariana Islands,69,26,2
June,Ohio,39,37282,2339
June,Oklahoma,40,6907,344
June,Oregon,41,4475,159
June,Pennsylvania,42,78428,5862
June,Puerto Rico,72,4508,140
June,Rhode Island,44,15325,756
June,South Carolina,45,13005,525
June,South Dakota,46,5247,64
June,Tennessee,47,25374,401
June,Texas,48,71330,1793
June,Utah,49,10858,117
June,Vermont,50,1026,55
June,Virgin Islands,78,71,6
June,Virginia,51,47856,1445
June,Washington,53,23999,1150
June,West Virginia,54,2102,79
June,Wisconsin,55,20359,627
June,Wyoming,56,921,17
June,Alabama,1,19387,676
June,Alaska,2,565,8
June,Arizona,4,24369,1016
June,Arkansas,5,8651,152
June,California,6,126510,4550
June,Colorado,8,27601,1524
June,Connecticut,9,43460,4038
June,Delaware,10,9773,388
June,District of Columbia,11,9199,479
June,Florida,12,61480,2659
June,Georgia,13,48280,2143
June,Guam,66,1148,6
June,Hawaii,15,653,17
June,Idaho,16,3111,83
June,Illinois,17,126317,5834
June,Indiana,18,37499,2258
June,Iowa,19,21332,597
June,Kansas,20,10493,233
June,Kentucky,21,11051,476
June,Louisiana,22,42100,2912
June,Maine,23,2482,98
June,Maryland,24,57407,2702
June,Massachusetts,25,102557,7235
June,Michigan,26,63744,5854
June,Minnesota,27,26991,1159
June,Mississippi,28,16769,803
June,Missouri,29,14515,816
June,Montana,30,539,18
June,Nebraska,31,15379,193
June,Nevada,32,9306,436
June,New Hampshire,33,4953,278
June,New Jersey,34,163336,12049
June,New Mexico,35,8672,387
June,New York,36,381019,30066
June,North Carolina,37,33417,1001
June,North Dakota,38,2748,74
June,Northern Mariana Islands,69,26,2
June,Ohio,39,37758,2355
June,Oklahoma,40,7004,345
June,Oregon,41,4585,161
June,Pennsylvania,42,78908,5952
June,Puerto Rico,72,4620,141
June,Rhode Island,44,15441,772
June,South Carolina,45,13453,538
June,South Dakota,46,5277,65
June,Tennessee,47,25799,405
June,Texas,48,73323,1821
June,Utah,49,11344,120
June,Vermont,50,1027,55
June,Virgin Islands,78,71,6
June,Virginia,51,48532,1453
June,Washington,53,24546,1160
June,West Virginia,54,2119,84
June,Wisconsin,55,20723,634
June,Wyoming,56,933,17
June,Alabama,1,20043,689
June,Alaska,2,579,8
June,Arizona,4,25517,1046
June,Arkansas,5,9101,154
June,California,6,129147,4626
June,Colorado,8,27834,1527
June,Connecticut,9,43818,4055
June,Delaware,10,9845,390
June,District of Columbia,11,9269,483
June,Florida,12,62750,2687
June,Georgia,13,48943,2147
June,Guam,66,1148,6
June,Hawaii,15,661,17
June,Idaho,16,3139,83
June,Illinois,17,127251,5898
June,Indiana,18,37928,2292
June,Iowa,19,21527,602
June,Kansas,20,10517,234
June,Kentucky,21,11359,480
June,Louisiana,22,42597,2925
June,Maine,23,2524,98
June,Maryland,24,58099,2740
June,Massachusetts,25,103132,7289
June,Michigan,26,64196,5894
June,Minnesota,27,27512,1181
June,Mississippi,28,17034,811
June,Missouri,29,14659,823
June,Montana,30,540,18
June,Nebraska,31,15543,196
June,Nevada,32,9494,437
June,New Hampshire,33,5019,283
June,New Jersey,34,163893,12106
June,New Mexico,35,8800,392
June,New York,36,382102,30123
June,North Carolina,37,34809,1020
June,North Dakota,38,2819,75
June,Northern Mariana Islands,69,26,2
June,Ohio,39,38111,2370
June,Oklahoma,40,7060,347
June,Oregon,41,4672,163
June,Pennsylvania,42,79507,5986
June,Puerto Rico,72,4915,142
June,Rhode Island,44,15441,772
June,South Carolina,45,13916,545
June,South Dakota,46,5367,65
June,Tennessee,47,26359,413
June,Texas,48,75077,1840
June,Utah,49,11866,121
June,Vermont,50,1046,55
June,Virgin Islands,78,71,6
June,Virginia,51,49397,1460
June,Washington,53,24767,1163
June,West Virginia,54,2136,84
June,Wisconsin,55,20997,646
June,Wyoming,56,939,17
June,Alabama,1,20500,692
June,Alaska,2,588,8
June,Arizona,4,26924,1048
June,Arkansas,5,9426,154
June,California,6,131997,4653
June,Colorado,8,27987,1527
June,Connecticut,9,43968,4071
June,Delaware,10,9942,398
June,District of Columbia,11,9332,489
June,Florida,12,63930,2699
June,Georgia,13,49371,2148
June,Guam,66,1148,6
June,Hawaii,15,663,17
June,Idaho,16,3153,83
June,Illinois,17,128070,5939
June,Indiana,18,38328,2303
June,Iowa,19,21794,606
June,Kansas,20,10549,234
June,Kentucky,21,11393,481
June,Louisiana,22,42927,2936
June,Maine,23,2570,99
June,Maryland,24,58593,2749
June,Massachusetts,25,103436,7316
June,Michigan,26,64615,5898
June,Minnesota,27,27897,1197
June,Mississippi,28,17270,817
June,Missouri,29,14985,823
June,Montana,30,545,18
June,Nebraska,31,15634,196
June,Nevada,32,9673,438
June,New Hampshire,33,5043,286
June,New Jersey,34,164164,12176
June,New Mexico,35,8940,396
June,New York,36,382879,30183
June,North Carolina,37,35663,1024
June,North Dakota,38,2864,75
June,Northern Mariana Islands,69,27,2
June,Ohio,39,38476,2377
June,Oklahoma,40,7151,348
June,Oregon,41,4809,164
June,Pennsylvania,42,80001,5997
June,Puerto Rico,72,4985,142
June,Rhode Island,44,15441,772
June,South Carolina,45,14286,546
June,South Dakota,46,5438,65
June,Tennessee,47,26811,414
June,Texas,48,75948,1846
June,Utah,49,12084,121
June,Vermont,50,1063,55
June,Virgin Islands,78,71,6
June,Virginia,51,50681,1472
June,Washington,53,25064,1163
June,West Virginia,54,2144,84
June,Wisconsin,55,21246,648
June,Wyoming,56,947,17
June,Alabama,1,20925,718
June,Alaska,2,607,8
June,Arizona,4,27761,1052
June,Arkansas,5,9740,155
June,California,6,134287,4679
June,Colorado,8,28169,1543
June,Connecticut,9,44092,4084
June,Delaware,10,9972,398
June,District of Columbia,11,9389,491
June,Florida,12,64896,2711
June,Georgia,13,49995,2176
June,Guam,66,1149,6
June,Hawaii,15,664,17
June,Idaho,16,3197,83
June,Illinois,17,129543,6142
June,Indiana,18,38553,2316
June,Iowa,19,22111,623
June,Kansas,20,10724,237
June,Kentucky,21,11701,487
June,Louisiana,22,43163,2944
June,Maine,23,2588,99
June,Maryland,24,59024,2776
June,Massachusetts,25,103626,7353
June,Michigan,26,64911,5916
June,Minnesota,27,28235,1208
June,Mississippi,28,17768,837
June,Missouri,29,15159,832
June,Montana,30,548,18
June,Nebraska,31,15752,196
June,Nevada,32,9815,442
June,New Hampshire,33,5079,286
June,New Jersey,34,164497,12214
June,New Mexico,35,9062,400
June,New York,36,383591,30239
June,North Carolina,37,36581,1041
June,North Dakota,38,2883,75
June,Northern Mariana Islands,69,28,2
June,Ohio,39,38837,2404
June,Oklahoma,40,7206,348
June,Oregon,41,4927,164
June,Pennsylvania,42,80432,6007
June,Puerto Rico,72,5046,142
June,Rhode Island,44,15642,799
June,South Carolina,45,14800,557
June,South Dakota,46,5471,65
June,Tennessee,47,27217,417
June,Texas,48,77326,1856
June,Utah,49,12378,124
June,Vermont,50,1075,55
June,Virgin Islands,78,71,6
June,Virginia,51,51251,1477
June,Washington,53,25593,1168
June,West Virginia,54,2161,84
June,Wisconsin,55,21463,650
June,Wyoming,56,960,17
June,Alabama,1,21422,729
June,Alaska,2,620,9
June,Arizona,4,28396,1074
June,Arkansas,5,10080,161
June,California,6,137245,4775
June,Colorado,8,28333,1553
June,Connecticut,9,44179,4097
June,Delaware,10,10020,410
June,District of Columbia,11,9474,495
June,Florida,12,65992,2764
June,Georgia,13,50769,2250
June,Guam,66,1149,6
June,Hawaii,15,670,17
June,Idaho,16,3226,85
June,Illinois,17,130321,6237
June,Indiana,18,38985,2339
June,Iowa,19,22271,629
June,Kansas,20,10786,238
June,Kentucky,21,11891,494
June,Louisiana,22,43725,2957
June,Maine,23,2606,100
June,Maryland,24,59543,2811
June,Massachusetts,25,103889,7408
June,Michigan,26,65190,5946
June,Minnesota,27,28534,1228
June,Mississippi,28,18109,847
June,Missouri,29,15396,854
June,Montana,30,554,18
June,Nebraska,31,15888,199
June,Nevada,32,10046,445
June,New Hampshire,33,5132,294
June,New Jersey,34,164796,12303
June,New Mexico,35,9105,404
June,New York,36,384281,30309
June,North Carolina,37,37393,1069
June,North Dakota,38,2904,75
June,Northern Mariana Islands,69,30,2
June,Ohio,39,39162,2421
June,Oklahoma,40,7364,353
June,Oregon,41,5027,169
June,Pennsylvania,42,80964,6070
June,Puerto Rico,72,5185,142
June,Rhode Island,44,15691,808
June,South Carolina,45,15228,568
June,South Dakota,46,5523,68
June,Tennessee,47,27865,430
June,Texas,48,79271,1886
June,Utah,49,12639,127
June,Vermont,50,1084,55
June,Virgin Islands,78,72,6
June,Virginia,51,51738,1496
June,Washington,53,25796,1181
June,West Virginia,54,2179,84
June,Wisconsin,55,21738,662
June,Wyoming,56,970,17
June,Alabama,1,21989,744
June,Alaska,2,642,9
June,Arizona,4,29981,1100
June,Arkansas,5,10368,165
June,California,6,140139,4869
June,Colorado,8,28484,1573
June,Connecticut,9,44347,4120
June,Delaware,10,10056,413
June,District of Columbia,11,9537,499
June,Florida,12,67363,2800
June,Georgia,13,51465,2292
June,Guam,66,1149,6
June,Hawaii,15,673,17
June,Idaho,16,3262,85
June,Illinois,17,130889,6302
June,Indiana,18,39297,2355
June,Iowa,19,22733,638
June,Kansas,20,10931,241
June,Kentucky,21,12029,498
June,Louisiana,22,44143,2968
June,Maine,23,2637,100
June,Maryland,24,60114,2844
June,Massachusetts,25,104156,7454
June,Michigan,26,65377,5958
June,Minnesota,27,28900,1267
June,Mississippi,28,18483,868
June,Missouri,29,15662,861
June,Montana,30,561,18
June,Nebraska,31,16025,209
June,Nevada,32,10216,449
June,New Hampshire,33,5178,301
June,New Jersey,34,165346,12377
June,New Mexico,35,9250,410
June,New York,36,384945,30376
June,North Carolina,37,38305,1096
June,North Dakota,38,2944,76
June,Northern Mariana Islands,69,30,2
June,Ohio,39,39575,2457
June,Oklahoma,40,7480,355
June,Oregon,41,5099,169
June,Pennsylvania,42,81410,6143
June,Puerto Rico,72,5329,143
June,Rhode Island,44,15756,812
June,South Carolina,45,15759,575
June,South Dakota,46,5604,69
June,Tennessee,47,28379,436
June,Texas,48,81771,1916
June,Utah,49,12982,128
June,Vermont,50,1095,55
June,Virgin Islands,78,72,6
June,Virginia,51,52177,1514
June,Washington,53,25940,1183
June,West Virginia,54,2193,85
June,Wisconsin,55,24091,679
June,Wyoming,56,980,18
June,Alabama,1,22845,755
June,Alaska,2,666,9
June,Arizona,4,31525,1130
June,Arkansas,5,10816,171
June,California,6,143709,4941
June,Colorado,8,28632,1583
June,Connecticut,9,44461,4146
June,Delaware,10,10106,414
June,District of Columbia,11,9589,502
June,Florida,12,69061,2847
June,Georgia,13,52332,2337
June,Guam,66,1152,6
June,Hawaii,15,680,17
June,Idaho,16,3303,86
June,Illinois,17,131731,6388
June,Indiana,18,39714,2380
June,Iowa,19,23103,641
June,Kansas,20,10984,242
June,Kentucky,21,12128,513
June,Louisiana,22,44585,2987
June,Maine,23,2667,100
June,Maryland,24,60823,2875
June,Massachusetts,25,104667,7492
June,Michigan,26,65627,5985
June,Minnesota,27,29347,1280
June,Mississippi,28,18483,868
June,Missouri,29,15924,873
June,Montana,30,563,18
June,Nebraska,31,16315,217
June,Nevada,32,10464,460
June,New Hampshire,33,5209,308
June,New Jersey,34,165816,12443
June,New Mexico,35,9368,421
June,New York,36,385669,30431
June,North Carolina,37,39735,1114
June,North Dakota,38,2983,77
June,Northern Mariana Islands,69,30,2
June,Ohio,39,40004,2490
June,Oklahoma,40,7626,357
June,Oregon,41,5252,171
June,Pennsylvania,42,81944,6187
June,Puerto Rico,72,5352,144
June,Rhode Island,44,15862,823
June,South Carolina,45,16441,588
June,South Dakota,46,5665,73
June,Tennessee,47,28766,441
June,Texas,48,83772,1942
June,Utah,49,13366,131
June,Vermont,50,1110,55
June,Virgin Islands,78,72,6
June,Virginia,51,52647,1520
June,Washington,53,26172,1198
June,West Virginia,54,2217,86
June,Wisconsin,55,24411,691
June,Wyoming,56,1009,18
June,Alabama,1,23710,769
June,Alaska,2,688,10
June,Arizona,4,33167,1157
June,Arkansas,5,11547,176
June,California,6,147285,4986
June,Colorado,8,28807,1595
June,Connecticut,9,44689,4159
June,Delaware,10,10173,414
June,District of Columbia,11,9654,506
June,Florida,12,70963,2876
June,Georgia,13,53201,2384
June,Guam,66,1153,6
June,Hawaii,15,694,17
June,Idaho,16,3354,87
June,Illinois,17,132489,6469
June,Indiana,18,40114,2396
June,Iowa,19,23455,650
June,Kansas,20,11152,243
June,Kentucky,21,12352,525
June,Louisiana,22,45108,2996
June,Maine,23,2721,100
June,Maryland,24,61262,2900
June,Massachusetts,25,105059,7538
June,Michigan,26,65881,5994
June,Minnesota,27,29826,1305
June,Mississippi,28,19091,881
June,Missouri,29,16111,884
June,Montana,30,573,18
June,Nebraska,31,16513,221
June,Nevada,32,10704,462
June,New Hampshire,33,5251,315
June,New Jersey,34,166164,12489
June,New Mexico,35,9526,426
June,New York,36,386490,30511
June,North Carolina,37,41467,1128
June,North Dakota,38,3019,77
June,Northern Mariana Islands,69,30,2
June,Ohio,39,40424,2508
June,Oklahoma,40,7848,359
June,Oregon,41,5388,174
June,Pennsylvania,42,82578,6229
June,Puerto Rico,72,5536,146
June,Rhode Island,44,15947,833
June,South Carolina,45,17170,593
June,South Dakota,46,5742,74
June,Tennessee,47,29218,461
June,Texas,48,86031,1965
June,Utah,49,13681,139
June,Vermont,50,1119,55
June,Virgin Islands,78,72,6
June,Virginia,51,53211,1534
June,Washington,53,26576,1207
June,West Virginia,54,2249,88
June,Wisconsin,55,24733,698
June,Wyoming,56,1027,18
June,Alabama,1,24601,773
June,Alaska,2,722,10
June,Arizona,4,34773,1190
June,Arkansas,5,12095,177
June,California,6,150434,5059
June,Colorado,8,29002,1598
June,Connecticut,9,44994,4186
June,Delaware,10,10229,419
June,District of Columbia,11,9709,511
June,Florida,12,73544,2924
June,Georgia,13,54178,2411
June,Guam,66,1154,6
June,Hawaii,15,711,17
June,Idaho,16,3399,87
June,Illinois,17,133117,6491
June,Indiana,18,40535,2413
June,Iowa,19,23792,651
June,Kansas,20,11195,244
June,Kentucky,21,12605,527
June,Louisiana,22,46396,3004
June,Maine,23,2757,100
June,Maryland,24,61935,2926
June,Massachusetts,25,105395,7576
June,Michigan,26,66024,6017
June,Minnesota,27,30203,1314
June,Mississippi,28,19348,889
June,Missouri,29,16327,890
June,Montana,30,588,18
June,Nebraska,31,16634,221
June,Nevada,32,10992,463
June,New Hampshire,33,5299,318
June,New Jersey,34,166605,12589
June,New Mexico,35,9621,431
June,New York,36,387402,30565
June,North Carolina,37,42911,1135
June,North Dakota,38,3061,77
June,Northern Mariana Islands,69,30,2
June,Ohio,39,40848,2554
June,Oklahoma,40,8073,359
June,Oregon,41,5543,175
June,Pennsylvania,42,82988,6264
June,Puerto Rico,72,5690,146
June,Rhode Island,44,15947,833
June,South Carolina,45,17955,599
June,South Dakota,46,5833,75
June,Tennessee,47,29616,465
June,Texas,48,88120,1989
June,Utah,49,14061,139
June,Vermont,50,1125,55
June,Virgin Islands,78,72,6
June,Virginia,51,53869,1541
June,Washington,53,26920,1216
June,West Virginia,54,2274,88
June,Wisconsin,55,25026,700
June,Wyoming,56,1050,18
June,Alabama,1,25615,773
June,Alaska,2,734,10
June,Arizona,4,35953,1194
June,Arkansas,5,12501,179
June,California,6,152953,5089
June,Colorado,8,29115,1599
June,Connecticut,9,45088,4201
June,Delaware,10,10264,422
June,District of Columbia,11,9767,515
June,Florida,12,75560,2930
June,Georgia,13,54874,2416
June,Guam,66,1154,6
June,Hawaii,15,716,17
June,Idaho,16,3413,88
June,Illinois,17,133719,6512
June,Indiana,18,40901,2422
June,Iowa,19,23959,652
June,Kansas,20,11247,244
June,Kentucky,21,12652,527
June,Louisiana,22,46732,3014
June,Maine,23,2793,100
June,Maryland,24,62328,2939
June,Massachusetts,25,105603,7624
June,Michigan,26,66246,6020
June,Minnesota,27,30502,1329
June,Mississippi,28,19516,891
June,Missouri,29,16384,890
June,Montana,30,601,19
June,Nebraska,31,16735,221
June,Nevada,32,11199,464
June,New Hampshire,33,5318,320
June,New Jersey,34,166881,12625
June,New Mexico,35,9723,435
June,New York,36,388096,30605
June,North Carolina,37,44199,1139
June,North Dakota,38,3083,77
June,Northern Mariana Islands,69,30,2
June,Ohio,39,41148,2557
June,Oklahoma,40,8231,359
June,Oregon,41,5644,176
June,Pennsylvania,42,83301,6275
June,Puerto Rico,72,5811,147
June,Rhode Island,44,15947,833
June,South Carolina,45,18796,600
June,South Dakota,46,5898,75
June,Tennessee,47,30174,467
June,Texas,48,89542,1995
June,Utah,49,14313,139
June,Vermont,50,1127,55
June,Virgin Islands,78,73,6
June,Virginia,51,54506,1546
June,Washington,53,27135,1220
June,West Virginia,54,2290,88
June,Wisconsin,55,25307,702
June,Wyoming,56,1060,18
June,Alabama,1,26272,774
June,Alaska,2,738,10
June,Arizona,4,37005,1204
June,Arkansas,5,12917,182
June,California,6,155662,5120
June,Colorado,8,29284,1605
June,Connecticut,9,45235,4204
June,Delaware,10,10340,423
June,District of Columbia,11,9799,515
June,Florida,12,77318,2937
June,Georgia,13,55505,2457
June,Guam,66,1155,6
June,Hawaii,15,724,17
June,Idaho,16,3472,89
June,Illinois,17,134247,6543
June,Indiana,18,41422,2433
June,Iowa,19,24110,661
June,Kansas,20,11516,246
June,Kentucky,21,12863,524
June,Louisiana,22,47284,3018
June,Maine,23,2810,101
June,Maryland,24,62653,2947
June,Massachusetts,25,105690,7646
June,Michigan,26,66302,6025
June,Minnesota,27,30724,1335
June,Mississippi,28,19799,895
June,Missouri,29,16712,895
June,Montana,30,609,19
June,Nebraska,31,16860,226
June,Nevada,32,11316,466
June,New Hampshire,33,5345,320
June,New Jersey,34,167103,12676
June,New Mexico,35,9845,440
June,New York,36,388719,30645
June,North Carolina,37,45257,1156
June,North Dakota,38,3104,77
June,Northern Mariana Islands,69,30,2
June,Ohio,39,41576,2573
June,Oklahoma,40,8417,359
June,Oregon,41,5831,180
June,Pennsylvania,42,83687,6307
June,Puerto Rico,72,5890,147
June,Rhode Island,44,16093,851
June,South Carolina,45,19381,602
June,South Dakota,46,5928,75
June,Tennessee,47,30945,477
June,Texas,48,91726,2018
June,Utah,49,14757,143
June,Vermont,50,1130,55
June,Virgin Islands,78,73,6
June,Virginia,51,54886,1552
June,Washington,53,27577,1223
June,West Virginia,54,2322,88
June,Wisconsin,55,25530,703
June,Wyoming,56,1079,18
June,Alabama,1,26912,785
June,Alaska,2,751,10
June,Arizona,4,39298,1228
June,Arkansas,5,13191,188
June,California,6,159131,5202
June,Colorado,8,29427,1617
June,Connecticut,9,45349,4210
June,Delaware,10,10403,424
June,District of Columbia,11,9818,520
June,Florida,12,80101,2992
June,Georgia,13,56302,2492
June,Guam,66,1155,6
June,Hawaii,15,728,17
June,Idaho,16,3543,89
June,Illinois,17,134866,6608
June,Indiana,18,41780,2447
June,Iowa,19,24263,670
June,Kansas,20,11569,246
June,Kentucky,21,12899,530
June,Louisiana,22,47818,3042
June,Maine,23,2819,101
