date,state,fips,cases,deaths
January,Washington,53,1,0
January,Washington,53,1,0
January,Washington,53,1,0
January,Illinois,17,1,0
January,Washington,53,1,0
January,California,6,1,0
January,Illinois,17,1,0
January,Washington,53,1,0
January,Arizona,4,1,0
January,California,6,2,0
January,Illinois,17,1,0
January,Washington,53,1,0
January,Arizona,4,1,0
January,California,6,2,0
January,Illinois,17,1,0
January,Washington,53,1,0
January,Arizona,4,1,0
January,California,6,2,0
January,Illinois,17,1,0
January,Washington,53,1,0
January,Arizona,4,1,0
January,California,6,2,0
January,Illinois,17,1,0
January,Washington,53,1,0
January,Arizona,4,1,0
January,California,6,2,0
January,Illinois,17,2,0
January,Washington,53,1,0
January,Arizona,4,1,0
January,California,6,3,0
January,Illinois,17,2,0
January,Washington,53,1,0
February,Arizona,4,1,0
February,California,6,3,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Washington,53,1,0
February,Arizona,4,1,0
February,California,6,6,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Washington,53,1,0
February,Arizona,4,1,0
February,California,6,6,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Washington,53,1,0
February,Arizona,4,1,0
February,California,6,6,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Washington,53,1,0
February,Arizona,4,1,0
February,California,6,6,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Washington,53,1,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,6,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Washington,53,1,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,6,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Washington,53,1,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,6,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Washington,53,1,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,6,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Washington,53,1,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,7,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Washington,53,1,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,7,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Washington,53,1,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,7,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Texas,48,1,0
February,Washington,53,1,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,7,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Texas,48,2,0
February,Washington,53,1,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,7,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Texas,48,2,0
February,Washington,53,1,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,7,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Texas,48,2,0
February,Washington,53,1,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,7,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Texas,48,2,0
February,Washington,53,1,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,7,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Nebraska,31,10,0
February,Texas,48,2,0
February,Washington,53,1,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,7,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Nebraska,31,10,0
February,Texas,48,2,0
February,Washington,53,1,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,7,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Nebraska,31,10,0
February,Texas,48,2,0
February,Washington,53,1,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,8,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Nebraska,31,11,0
February,Texas,48,2,0
February,Washington,53,1,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,9,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Nebraska,31,11,0
February,Texas,48,4,0
February,Washington,53,1,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,9,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Nebraska,31,11,0
February,Texas,48,4,0
February,Washington,53,1,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,9,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Nebraska,31,11,0
February,Texas,48,4,0
February,Washington,53,1,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,11,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Nebraska,31,12,0
February,Texas,48,10,0
February,Washington,53,5,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,11,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Nebraska,31,13,0
February,Texas,48,10,0
February,Utah,49,1,0
February,Washington,53,5,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,26,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Nebraska,31,13,0
February,Texas,48,10,0
February,Utah,49,1,0
February,Washington,53,5,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,26,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Nebraska,31,13,0
February,Texas,48,10,0
February,Utah,49,1,0
February,Washington,53,5,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,27,0
February,Illinois,17,2,0
February,Massachusetts,25,1,0
February,Nebraska,31,13,0
February,Oregon,41,1,0
February,Texas,48,11,0
February,Utah,49,1,0
February,Washington,53,7,0
February,Wisconsin,55,1,0
February,Arizona,4,1,0
February,California,6,28,0
February,Illinois,17,3,0
February,Massachusetts,25,1,0
February,Nebraska,31,13,0
February,Oregon,41,1,0
February,Texas,48,11,0
February,Utah,49,1,0
February,Washington,53,10,1
February,Wisconsin,55,1,0
March,Arizona,4,1,0
March,California,6,33,0
March,Florida,12,2,0
March,Illinois,17,3,0
March,Massachusetts,25,1,0
March,Nebraska,31,13,0
March,New York,36,1,0
March,Oregon,41,2,0
March,Rhode Island,44,2,0
March,Texas,48,11,0
March,Utah,49,1,0
March,Washington,53,17,3
March,Wisconsin,55,1,0
March,Arizona,4,1,0
March,California,6,38,0
March,Florida,12,2,0
March,Georgia,13,2,0
March,Illinois,17,4,0
March,Massachusetts,25,2,0
March,Nebraska,31,13,0
March,New Hampshire,33,1,0
March,New York,36,1,0
March,Oregon,41,2,0
March,Rhode Island,44,2,0
March,Texas,48,11,0
March,Utah,49,1,0
March,Washington,53,23,6
March,Wisconsin,55,1,0
March,Arizona,4,2,0
March,California,6,45,0
March,Florida,12,3,0
March,Georgia,13,2,0
March,Illinois,17,4,0
March,Massachusetts,25,2,0
March,Nebraska,31,13,0
March,New Hampshire,33,2,0
March,New York,36,2,0
March,North Carolina,37,1,0
March,Oregon,41,2,0
March,Rhode Island,44,2,0
March,Texas,48,11,0
March,Utah,49,1,0
March,Washington,53,32,10
March,Wisconsin,55,1,0
March,Arizona,4,2,0
March,California,6,55,1
March,Florida,12,3,0
March,Georgia,13,2,0
March,Illinois,17,4,0
March,Massachusetts,25,2,0
March,Nebraska,31,13,0
March,New Hampshire,33,2,0
March,New Jersey,34,1,0
March,New York,36,11,0
March,North Carolina,37,1,0
March,Oregon,41,2,0
March,Rhode Island,44,2,0
March,Texas,48,12,0
March,Utah,49,1,0
March,Washington,53,47,11
March,Wisconsin,55,1,0
March,Arizona,4,2,0
March,California,6,67,1
March,Colorado,8,2,0
March,Florida,12,4,0
March,Georgia,13,2,0
March,Illinois,17,5,0
March,Maryland,24,3,0
March,Massachusetts,25,3,0
March,Nebraska,31,13,0
March,Nevada,32,2,0
March,New Hampshire,33,2,0
March,New Jersey,34,2,0
March,New York,36,22,0
March,North Carolina,37,1,0
March,Oregon,41,2,0
March,Rhode Island,44,2,0
March,Tennessee,47,1,0
March,Texas,48,16,0
March,Utah,49,1,0
March,Washington,53,75,11
March,Wisconsin,55,1,0
March,Arizona,4,3,0
March,California,6,81,1
March,Colorado,8,8,0
March,Florida,12,7,2
March,Georgia,13,3,0
March,Hawaii,15,1,0
March,Illinois,17,6,0
March,Indiana,18,1,0
March,Kentucky,21,1,0
March,Maryland,24,3,0
March,Massachusetts,25,8,0
March,Minnesota,27,1,0
March,Nebraska,31,14,0
March,Nevada,32,2,0
March,New Hampshire,33,2,0
March,New Jersey,34,4,0
March,New York,36,44,0
March,North Carolina,37,2,0
March,Oklahoma,40,1,0
March,Oregon,41,2,0
March,Pennsylvania,42,2,0
March,Rhode Island,44,3,0
March,South Carolina,45,2,0
March,Tennessee,47,1,0
March,Texas,48,19,0
March,Utah,49,3,0
March,Washington,53,86,12
March,Wisconsin,55,1,0
March,Arizona,4,5,0
March,California,6,100,1
March,Colorado,8,8,0
March,District of Columbia,11,1,0
March,Florida,12,12,2
March,Georgia,13,7,0
March,Hawaii,15,1,0
March,Illinois,17,6,0
March,Indiana,18,1,0
March,Kansas,20,1,0
March,Kentucky,21,1,0
March,Maryland,24,3,0
March,Massachusetts,25,13,0
March,Minnesota,27,1,0
March,Missouri,29,1,0
March,Nebraska,31,14,0
March,Nevada,32,2,0
March,New Hampshire,33,4,0
March,New Jersey,34,4,0
March,New York,36,89,0
March,North Carolina,37,2,0
March,Oklahoma,40,1,0
March,Oregon,41,6,0
March,Pennsylvania,42,4,0
March,Rhode Island,44,3,0
March,South Carolina,45,2,0
March,Tennessee,47,1,0
March,Texas,48,19,0
March,Utah,49,3,0
March,Vermont,50,1,0
March,Virginia,51,1,0
March,Washington,53,110,16
March,Wisconsin,55,1,0
March,Arizona,4,5,0
March,California,6,112,1
March,Colorado,8,8,0
March,Connecticut,9,1,0
March,District of Columbia,11,1,0
March,Florida,12,13,2
March,Georgia,13,11,0
March,Hawaii,15,2,0
March,Illinois,17,7,0
March,Indiana,18,2,0
March,Iowa,19,3,0
March,Kansas,20,1,0
March,Kentucky,21,4,0
March,Maryland,24,5,0
March,Massachusetts,25,28,0
March,Minnesota,27,2,0
March,Missouri,29,1,0
March,Nebraska,31,16,0
March,Nevada,32,4,0
March,New Hampshire,33,4,0
March,New Jersey,34,6,0
March,New York,36,106,0
March,North Carolina,37,2,0
March,Oklahoma,40,1,0
March,Oregon,41,13,0
March,Pennsylvania,42,6,0
March,Rhode Island,44,3,0
March,South Carolina,45,6,0
March,Tennessee,47,3,0
March,Texas,48,23,0
March,Utah,49,3,0
March,Vermont,50,1,0
March,Virginia,51,2,0
March,Washington,53,141,19
March,Wisconsin,55,1,0
March,Arizona,4,6,0
March,California,6,172,2
March,Colorado,8,12,0
March,Connecticut,9,2,0
March,District of Columbia,11,4,0
March,Florida,12,14,2
March,Georgia,13,17,0
March,Hawaii,15,2,0
March,Illinois,17,11,0
March,Indiana,18,4,0
March,Iowa,19,8,0
March,Kansas,20,1,0
March,Kentucky,21,5,0
March,Louisiana,22,1,0
March,Maryland,24,6,0
March,Massachusetts,25,41,0
March,Minnesota,27,2,0
March,Missouri,29,1,0
March,Nebraska,31,16,0
March,Nevada,32,4,0
March,New Hampshire,33,4,0
March,New Jersey,34,11,0
March,New York,36,142,0
March,North Carolina,37,7,0
March,Ohio,39,3,0
March,Oklahoma,40,1,0
March,Oregon,41,13,0
March,Pennsylvania,42,10,0
March,Rhode Island,44,3,0
March,South Carolina,45,7,0
March,Tennessee,47,4,0
March,Texas,48,24,0
March,Utah,49,3,0
March,Vermont,50,1,0
March,Virginia,51,5,0
March,Washington,53,179,22
March,Wisconsin,55,2,0
March,Arizona,4,6,0
March,California,6,179,3
March,Colorado,8,17,0
March,Connecticut,9,2,0
March,District of Columbia,11,4,0
March,Florida,12,23,2
March,Georgia,13,22,0
March,Hawaii,15,2,0
March,Illinois,17,19,0
March,Indiana,18,6,0
March,Iowa,19,13,0
March,Kansas,20,1,0
March,Kentucky,21,7,0
March,Louisiana,22,6,0
March,Maryland,24,9,0
March,Massachusetts,25,92,0
March,Michigan,26,2,0
March,Minnesota,27,3,0
March,Missouri,29,1,0
March,Nebraska,31,17,0
March,Nevada,32,4,0
March,New Hampshire,33,5,0
March,New Jersey,34,15,1
March,New York,36,173,0
March,North Carolina,37,7,0
March,Ohio,39,3,0
March,Oklahoma,40,2,0
March,Oregon,41,14,0
March,Pennsylvania,42,12,0
March,Rhode Island,44,5,0
March,South Carolina,45,9,0
March,South Dakota,46,5,1
March,Tennessee,47,7,0
March,Texas,48,31,0
March,Utah,49,4,0
March,Vermont,50,1,0
March,Virginia,51,8,0
March,Washington,53,279,24
March,Wisconsin,55,3,0
March,Arizona,4,9,0
March,Arkansas,5,1,0
March,California,6,202,4
March,Colorado,8,34,0
March,Connecticut,9,3,0
March,Delaware,10,1,0
March,District of Columbia,11,10,0
March,Florida,12,26,2
March,Georgia,13,31,0
March,Hawaii,15,2,0
March,Illinois,17,25,0
March,Indiana,18,11,0
March,Iowa,19,14,0
March,Kansas,20,1,0
March,Kentucky,21,7,0
March,Louisiana,22,13,0
March,Maryland,24,13,0
March,Massachusetts,25,95,0
March,Michigan,26,2,0
March,Minnesota,27,5,0
March,Mississippi,28,1,0
March,Missouri,29,1,0
March,Nebraska,31,23,0
March,Nevada,32,7,0
March,New Hampshire,33,5,0
March,New Jersey,34,23,1
March,New Mexico,35,4,0
March,New York,36,217,0
March,North Carolina,37,8,0
March,North Dakota,38,1,0
March,Ohio,39,4,0
March,Oklahoma,40,2,0
March,Oregon,41,20,0
March,Pennsylvania,42,16,0
March,Rhode Island,44,5,0
March,South Carolina,45,10,0
March,South Dakota,46,8,1
March,Tennessee,47,8,0
March,Texas,48,33,0
March,Utah,49,5,0
March,Vermont,50,2,0
March,Virginia,51,10,0
March,Washington,53,338,29
March,Wisconsin,55,6,0
March,Wyoming,56,1,0
March,Alaska,2,1,0
March,Arizona,4,9,0
March,Arkansas,5,6,0
March,California,6,252,4
March,Colorado,8,49,1
March,Connecticut,9,6,0
March,Delaware,10,4,0
March,District of Columbia,11,10,0
March,Florida,12,46,2
March,Georgia,13,31,1
March,Hawaii,15,2,0
March,Illinois,17,32,0
March,Indiana,18,12,0
March,Iowa,19,16,0
March,Kansas,20,5,1
March,Kentucky,21,11,0
March,Louisiana,22,14,0
March,Maine,23,1,0
March,Maryland,24,13,0
March,Massachusetts,25,108,0
March,Michigan,26,12,0
March,Minnesota,27,9,0
March,Mississippi,28,1,0
March,Missouri,29,2,0
March,Nebraska,31,24,0
March,Nevada,32,11,0
March,New Hampshire,33,6,0
March,New Jersey,34,29,1
March,New Mexico,35,6,0
March,New York,36,326,0
March,North Carolina,37,16,0
March,North Dakota,38,1,0
March,Ohio,39,5,0
March,Oklahoma,40,2,0
March,Oregon,41,30,0
March,Pennsylvania,42,22,0
March,Rhode Island,44,5,0
March,South Carolina,45,12,0
March,South Dakota,46,8,1
March,Tennessee,47,18,0
March,Texas,48,41,0
March,Utah,49,7,0
March,Vermont,50,2,0
March,Virginia,51,17,0
March,Washington,53,419,32
March,Wisconsin,55,8,0
March,Wyoming,56,1,0
March,Alabama,1,6,0
March,Alaska,2,1,0
March,Arizona,4,9,0
March,Arkansas,5,7,0
March,California,6,320,5
March,Colorado,8,78,2
March,Connecticut,9,11,0
March,Delaware,10,4,0
March,District of Columbia,11,10,0
March,Florida,12,70,2
March,Georgia,13,41,1
March,Hawaii,15,2,0
March,Idaho,16,1,0
March,Illinois,17,46,0
March,Indiana,18,12,0
March,Iowa,19,17,0
March,Kansas,20,6,1
March,Kentucky,21,11,0
March,Louisiana,22,36,0
March,Maine,23,2,0
March,Maryland,24,18,0
March,Massachusetts,25,123,0
March,Michigan,26,25,0
March,Minnesota,27,14,0
March,Mississippi,28,6,0
March,Missouri,29,4,0
March,Montana,30,4,0
March,Nebraska,31,27,0
March,Nevada,32,19,0
March,New Hampshire,33,7,0
March,New Jersey,34,50,1
March,New Mexico,35,10,0
March,New York,36,421,0
March,North Carolina,37,18,0
March,North Dakota,38,1,0
March,Ohio,39,13,0
March,Oklahoma,40,3,0
March,Oregon,41,30,0
March,Pennsylvania,42,41,0
March,Puerto Rico,72,3,0
March,Rhode Island,44,20,0
March,South Carolina,45,13,0
March,South Dakota,46,9,1
March,Tennessee,47,26,0
March,Texas,48,58,0
March,Utah,49,7,0
March,Vermont,50,2,0
March,Virginia,51,30,0
March,Washington,53,511,37
March,Wisconsin,55,19,0
March,Wyoming,56,2,0
March,Alabama,1,12,0
March,Alaska,2,1,0
March,Arizona,4,12,0
March,Arkansas,5,9,0
March,California,6,381,5
March,Colorado,8,103,2
March,Connecticut,9,20,0
March,Delaware,10,4,0
March,District of Columbia,11,16,0
March,Florida,12,70,3
March,Georgia,13,65,1
March,Hawaii,15,4,0
March,Idaho,16,5,0
March,Illinois,17,66,0
March,Indiana,18,15,0
March,Iowa,19,18,0
March,Kansas,20,8,1
March,Kentucky,21,18,0
March,Louisiana,22,77,1
March,Maine,23,3,0
March,Maryland,24,27,0
March,Massachusetts,25,138,0
March,Michigan,26,33,0
March,Minnesota,27,21,0
March,Mississippi,28,6,0
March,Missouri,29,5,0
March,Montana,30,6,0
March,Nebraska,31,29,0
March,Nevada,32,21,0
March,New Hampshire,33,7,0
March,New Jersey,34,75,2
March,New Mexico,35,13,0
March,New York,36,610,2
March,North Carolina,37,25,0
March,North Dakota,38,1,0
March,Ohio,39,26,0
March,Oklahoma,40,4,0
March,Oregon,41,36,1
March,Pennsylvania,42,47,0
March,Puerto Rico,72,4,0
March,Rhode Island,44,20,0
March,South Carolina,45,19,0
March,South Dakota,46,9,1
March,Tennessee,47,32,0
March,Texas,48,69,0
March,Utah,49,21,0
March,Vermont,50,5,0
March,Virgin Islands,78,1,0
March,Virginia,51,42,1
March,Washington,53,609,40
March,Wisconsin,55,27,0
March,Wyoming,56,3,0
March,Alabama,1,23,0
March,Alaska,2,1,0
March,Arizona,4,13,0
March,Arkansas,5,16,0
March,California,6,478,6
March,Colorado,8,136,2
March,Connecticut,9,26,0
March,Delaware,10,7,0
March,District of Columbia,11,17,0
March,Florida,12,109,3
March,Georgia,13,97,1
March,Guam,66,3,0
March,Hawaii,15,7,0
March,Idaho,16,5,0
March,Illinois,17,94,0
March,Indiana,18,19,0
March,Iowa,19,22,0
March,Kansas,20,9,1
March,Kentucky,21,21,0
March,Louisiana,22,103,2
March,Maine,23,12,0
March,Maryland,24,32,0
March,Massachusetts,25,164,0
March,Michigan,26,53,0
March,Minnesota,27,35,0
March,Mississippi,28,10,0
March,Missouri,29,5,0
March,Montana,30,6,0
March,Nebraska,31,31,0
March,Nevada,32,26,0
March,New Hampshire,33,13,0
March,New Jersey,34,98,2
March,New Mexico,35,17,0
March,New York,36,732,6
March,North Carolina,37,32,0
March,North Dakota,38,1,0
March,Ohio,39,37,0
March,Oklahoma,40,8,0
March,Oregon,41,39,1
March,Pennsylvania,42,68,0
March,Puerto Rico,72,5,0
March,Rhode Island,44,20,0
March,South Carolina,45,28,0
March,South Dakota,46,9,1
March,Tennessee,47,39,0
March,Texas,48,80,0
March,Utah,49,29,0
March,Vermont,50,8,0
March,Virgin Islands,78,1,0
March,Virginia,51,45,1
March,Washington,53,675,42
March,Wisconsin,55,33,0
March,Wyoming,56,3,0
March,Alabama,1,29,0
March,Alaska,2,3,0
March,Arizona,4,18,0
March,Arkansas,5,22,0
March,California,6,588,11
March,Colorado,8,161,2
March,Connecticut,9,41,0
March,Delaware,10,8,0
March,District of Columbia,11,22,0
March,Florida,12,141,4
March,Georgia,13,118,1
March,Guam,66,3,0
March,Hawaii,15,10,0
March,Idaho,16,5,0
March,Illinois,17,104,0
March,Indiana,18,24,1
March,Iowa,19,22,0
March,Kansas,20,11,1
March,Kentucky,21,22,1
March,Louisiana,22,137,3
March,Maine,23,17,0
March,Maryland,24,39,0
March,Massachusetts,25,197,0
March,Michigan,26,54,0
March,Minnesota,27,54,0
March,Mississippi,28,12,0
March,Missouri,29,9,0
March,Montana,30,8,0
March,Nebraska,31,33,0
March,Nevada,32,45,1
March,New Hampshire,33,17,0
March,New Jersey,34,176,3
March,New Mexico,35,21,0
March,New York,36,950,10
March,North Carolina,37,34,0
March,North Dakota,38,1,0
March,Ohio,39,50,0
March,Oklahoma,40,10,0
March,Oregon,41,46,1
March,Pennsylvania,42,81,0
March,Puerto Rico,72,5,0
March,Rhode Island,44,21,0
March,South Carolina,45,33,1
March,South Dakota,46,10,1
March,Tennessee,47,52,0
March,Texas,48,87,1
March,Utah,49,40,0
March,Vermont,50,12,0
March,Virgin Islands,78,2,0
March,Virginia,51,51,1
March,Washington,53,794,48
March,Wisconsin,55,47,0
March,Wyoming,56,10,0
March,Alabama,1,39,0
March,Alaska,2,6,0
March,Arizona,4,20,0
March,Arkansas,5,22,0
March,California,6,732,14
March,Colorado,8,183,3
March,Connecticut,9,68,0
March,Delaware,10,16,0
March,District of Columbia,11,31,0
March,Florida,12,210,6
March,Georgia,13,142,1
March,Guam,66,3,0
March,Hawaii,15,14,0
March,Idaho,16,9,0
March,Illinois,17,159,1
March,Indiana,18,30,2
March,Iowa,19,29,0
March,Kansas,20,17,1
March,Kentucky,21,26,1
March,Louisiana,22,196,5
March,Maine,23,32,0
March,Maryland,24,57,0
March,Massachusetts,25,218,0
March,Michigan,26,65,0
March,Minnesota,27,60,0
March,Mississippi,28,21,0
March,Missouri,29,16,0
March,Montana,30,8,0
March,Nebraska,31,36,0
March,Nevada,32,55,1
March,New Hampshire,33,26,0
March,New Jersey,34,268,3
March,New Mexico,35,23,0
March,New York,36,1375,18
March,North Carolina,37,42,0
March,North Dakota,38,5,0
March,Ohio,39,67,0
March,Oklahoma,40,18,0
March,Oregon,41,66,2
March,Pennsylvania,42,101,0
March,Puerto Rico,72,5,0
March,Rhode Island,44,23,0
March,South Carolina,45,47,1
March,South Dakota,46,11,1
March,Tennessee,47,73,0
March,Texas,48,106,1
March,Utah,49,51,0
March,Vermont,50,14,0
March,Virgin Islands,78,2,0
March,Virginia,51,67,2
March,Washington,53,908,54
March,West Virginia,54,1,0
March,Wisconsin,55,72,0
March,Wyoming,56,15,0
March,Alabama,1,51,0
March,Alaska,2,9,0
March,Arizona,4,28,0
March,Arkansas,5,33,0
March,California,6,893,17
March,Colorado,8,216,3
March,Connecticut,9,96,1
March,Delaware,10,26,0
March,District of Columbia,11,36,0
March,Florida,12,326,7
March,Georgia,13,193,3
March,Guam,66,8,0
March,Hawaii,15,16,0
March,Idaho,16,11,0
March,Illinois,17,286,1
March,Indiana,18,39,2
March,Iowa,19,38,0
March,Kansas,20,22,1
March,Kentucky,21,35,1
March,Louisiana,22,280,7
March,Maine,23,43,0
March,Maryland,24,85,1
March,Massachusetts,25,256,0
March,Michigan,26,80,1
March,Minnesota,27,77,0
March,Mississippi,28,34,0
March,Missouri,29,21,1
March,Montana,30,12,0
March,Nebraska,31,43,0
March,Nevada,32,82,1
March,New Hampshire,33,39,0
March,New Jersey,34,427,5
March,New Mexico,35,28,0
March,New York,36,2387,32
March,North Carolina,37,66,0
March,North Dakota,38,7,0
March,Ohio,39,90,0
March,Oklahoma,40,29,0
March,Oregon,41,74,3
March,Pennsylvania,42,139,1
March,Puerto Rico,72,5,0
March,Rhode Island,44,33,0
March,South Carolina,45,60,1
March,South Dakota,46,11,1
March,Tennessee,47,98,0
March,Texas,48,166,2
March,Utah,49,65,0
March,Vermont,50,19,0
March,Virgin Islands,78,3,0
March,Virginia,51,78,2
March,Washington,53,1026,68
March,West Virginia,54,2,0
March,Wisconsin,55,106,0
March,Wyoming,56,17,0
March,Alabama,1,78,0
March,Alaska,2,12,0
March,Arizona,4,47,0
March,Arkansas,5,62,0
March,California,6,1067,19
March,Colorado,8,278,5
March,Connecticut,9,159,4
March,Delaware,10,30,0
March,District of Columbia,11,39,0
March,Florida,12,434,8
March,Georgia,13,282,10
March,Guam,66,12,0
March,Hawaii,15,26,0
March,Idaho,16,23,0
March,Illinois,17,420,4
March,Indiana,18,56,2
March,Iowa,19,44,0
March,Kansas,20,35,1
March,Kentucky,21,47,2
March,Louisiana,22,392,10
March,Maine,23,52,0
March,Maryland,24,108,1
March,Massachusetts,25,328,0
March,Michigan,26,334,3
March,Minnesota,27,89,0
March,Mississippi,28,50,1
March,Missouri,29,35,1
March,Montana,30,19,0
March,Nebraska,31,47,0
March,Nevada,32,99,1
March,New Hampshire,33,44,0
March,New Jersey,34,735,9
March,New Mexico,35,35,0
March,New York,36,4161,39
March,North Carolina,37,104,0
March,North Dakota,38,19,0
March,Ohio,39,120,0
March,Oklahoma,40,44,1
March,Oregon,41,87,3
March,Pennsylvania,42,187,1
March,Puerto Rico,72,6,0
March,Rhode Island,44,44,0
March,South Carolina,45,81,1
March,South Dakota,46,14,1
March,Tennessee,47,155,0
March,Texas,48,248,4
March,Utah,49,80,0
March,Vermont,50,22,2
March,Virgin Islands,78,3,0
March,Virginia,51,94,2
March,Washington,53,1228,75
March,West Virginia,54,5,0
March,Wisconsin,55,155,2
March,Wyoming,56,18,0
March,Alabama,1,106,0
March,Alaska,2,14,0
March,Arizona,4,70,1
March,Arkansas,5,100,0
March,California,6,1283,24
March,Colorado,8,364,5
March,Connecticut,9,194,4
March,Delaware,10,39,0
March,District of Columbia,11,71,0
March,Florida,12,564,9
March,Georgia,13,482,14
March,Guam,66,14,0
March,Hawaii,15,37,0
March,Idaho,16,31,0
March,Illinois,17,583,5
March,Indiana,18,81,5
March,Iowa,19,45,0
March,Kansas,20,49,1
March,Kentucky,21,63,2
March,Louisiana,22,537,10
March,Maine,23,57,0
March,Maryland,24,150,2
March,Massachusetts,25,413,1
March,Michigan,26,548,4
March,Minnesota,27,115,0
March,Mississippi,28,80,1
March,Missouri,29,73,3
March,Montana,30,19,0
March,Nebraska,31,53,0
March,Nevada,32,165,2
March,New Hampshire,33,55,0
March,New Jersey,34,896,11
March,New Mexico,35,43,0
March,New York,36,7113,68
March,North Carolina,37,144,0
March,North Dakota,38,27,0
March,Ohio,39,169,1
March,Oklahoma,40,49,1
March,Oregon,41,114,3
March,Pennsylvania,42,269,1
March,Puerto Rico,72,14,0
March,Rhode Island,44,44,0
March,South Carolina,45,126,3
March,South Dakota,46,14,1
March,Tennessee,47,237,0
March,Texas,48,386,5
March,Utah,49,112,0
March,Vermont,50,29,2
March,Virgin Islands,78,6,0
March,Virginia,51,115,2
March,Washington,53,1404,83
March,West Virginia,54,8,0
March,Wisconsin,55,216,3
March,Wyoming,56,22,0
March,Alabama,1,131,0
March,Alaska,2,21,0
March,Arizona,4,104,1
March,Arkansas,5,118,0
March,California,6,1544,28
March,Colorado,8,475,6
March,Connecticut,9,223,5
March,Delaware,10,45,0
March,District of Columbia,11,77,1
March,Florida,12,764,11
March,Georgia,13,552,20
March,Guam,66,15,0
March,Hawaii,15,48,0
March,Idaho,16,42,0
March,Illinois,17,751,6
March,Indiana,18,128,6
March,Iowa,19,68,0
March,Kansas,20,57,2
March,Kentucky,21,84,3
March,Louisiana,22,763,16
March,Maine,23,70,0
March,Maryland,24,195,3
March,Massachusetts,25,525,2
March,Michigan,26,787,6
March,Minnesota,27,138,1
March,Mississippi,28,140,1
March,Missouri,29,93,3
March,Montana,30,29,0
March,Nebraska,31,61,0
March,Nevada,32,165,2
March,New Hampshire,33,65,0
March,New Jersey,34,1336,16
March,New Mexico,35,57,0
March,New York,36,10371,95
March,North Carolina,37,184,0
March,North Dakota,38,28,0
March,Ohio,39,247,3
March,Oklahoma,40,53,1
March,Oregon,41,137,4
March,Pennsylvania,42,388,2
March,Puerto Rico,72,21,1
